vin,company,datehour,chargingpower,remainingelectricalrange,enginestatus,geolocation,mileage,speed
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:14:00,124.4699881,263.8245275,ON,"8.54156088745862, 13.3170192910238",92580,32.12648052
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:14:15,124.4699881,263.8156034,ON,"8.54155132999082, 13.3169790284135",92580,16.40491697
RzIEMxvoHd6229617,CarRent,14/07/2023 21:14:31,124.4699881,263.8110465,ON,"8.54153632473038, 13.3169107403666",92580,27.71647582
VjamRugCrs8356684,CarRent,14/07/2023 21:14:37,124.4699881,263.8033475,ON,"8.54152323030754, 13.3168471198028",92580,25.74838359
RzIEMxvoHd6229617,CarRent,14/07/2023 21:14:55,124.4699881,263.7961952,ON,"8.54150701347504, 13.3167682958618",92580,31.90091955
RzIEMxvoHd6229617,CarRent,14/07/2023 21:15:07,124.4699881,263.7873338,ON,"8.54149108858503, 13.3166883423216",92580,64.63294691
RzIEMxvoHd6229617,CarRent,14/07/2023 21:15:26,124.4699881,263.778357,ON,"8.54147788954232, 13.3166228950484",92580,26.4660236
VjamRugCrs8356684,CarRent,14/07/2023 21:15:40,124.4699881,263.7710053,ON,"8.54146373624182, 13.3165514135152",92580,28.88561346
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:15:52,124.4699881,263.7629815,ON,"8.54145122795654, 13.3164883895188",92580,25.4702321
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:16:01,124.4699881,263.7559065,ON,"8.54144068074713, 13.3164354043947",92580,21.41561061
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:16:13,124.4699881,263.7499577,ON,"8.54143020209422, 13.3163854289449",92580,20.2416388
VjamRugCrs8356684,CarRent,14/07/2023 21:16:23,124.4699881,263.744335,ON,"8.54141942477618, 13.3163368934708",92580,19.70908125
,#N/A,14/07/2023 21:16:34,124.4699881,263.7388603,ON,"8.54140534031494, 13.3162730698275",92580,25.90966621
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:16:44,124.4699881,263.7316631,ON,"8.54139133080982, 13.3162131774583",92580,24.38398631
RzIEMxvoHd6229617,CarRent,14/07/2023 21:17:01,124.4699881,263.7248898,ON,"8.54137492248959, 13.3161471861793",92580,26.95822001
VjamRugCrs8356684,CarRent,14/07/2023 21:17:19,124.4699881,263.7174014,ON,"8.54135776290744, 13.3160809537077",92580,27.12476773
VjamRugCrs8356684,CarRent,14/07/2023 21:17:33,124.4699881,263.7098668,ON,"8.54134915181863, 13.3160456848797",92580,14.39259257
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:17:45,124.4699881,263.7058688,ON,"8.54133737715841, 13.3159992276215",92580,19.00008969
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:17:57,124.4699881,263.700591,ON,"8.54132778154212, 13.3159632443359",92580,14.7643092
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:18:05,124.4699881,263.6964898,ON,"8.54131689999339, 13.3159202686375",92580,17.57515106
VjamRugCrs8356684,CarRent,14/07/2023 21:18:22,124.4699881,263.6916078,ON,"8.54131247295244, 13.3159017671713",92580,7.541651352
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:18:34,124.4699881,263.6895129,ON,"8.5412997202001, 13.3158492124782",92580,21.43920412
RzIEMxvoHd6229617,CarRent,14/07/2023 21:18:40,124.4699881,263.6835576,ON,"8.54129497483604, 13.3158305790378",92580,7.622939686
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:18:47,124.4699881,263.6814401,ON,"8.54128287954814, 13.3157819737378",92580,19.85679999
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:18:54,124.4699881,263.6759243,ON,"8.54126997587289, 13.3157294453649",92580,21.44338889
RzIEMxvoHd6229617,CarRent,14/07/2023 21:19:07,124.4699881,263.6699678,ON,"8.54125895390547, 13.3156809668438",92580,-19.70851944
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:19:21,124.4699881,263.6644933,ON,"8.54125086195872, 13.3156450917068",92580,14.57902335
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:19:39,124.4699881,263.6604435,ON,"8.54124140717857, 13.3156003408595",92580,18.13141551
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:19:51,124.4699881,263.655407,ON,"8.54123561700766, 13.3155713951729",92580,11.70152974
RzIEMxvoHd6229617,CarRent,14/07/2023 21:20:09,124.4699881,263.6521566,ON,"8.54122814836818, 13.31553232464",92580,15.76795407
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:20:19,124.4699881,263.6477766,ON,"8.54122126047037, 13.3154931498501",92580,15.76667617
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:20:39,124.4699881,263.643397,ON,"8.54121319138556, 13.3154493058111",92580,17.67142034
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:20:57,124.4699881,263.6384882,ON,"8.54120515236217, 13.3154027990065",92580,18.708112
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:21:03,124.4699881,263.6332915,ON,"8.54120130806981, 13.3153797898191",92580,9.246903541
RzIEMxvoHd6229617,CarRent,14/07/2023 21:21:19,124.4699881,263.630723,ON,"8.5411997389968, 13.3153698265388",92580,3.997909063
VjamRugCrs8356684,CarRent,14/07/2023 21:21:26,124.4699881,263.6296124,ON,"8.54119830262786, 13.315359791065",92580,4.018313244
RzIEMxvoHd6229617,CarRent,14/07/2023 21:21:37,124.4699881,263.6284962,ON,"8.54119438742181, 13.3153341719594",92580,10.27270992
RzIEMxvoHd6229617,CarRent,14/07/2023 21:21:51,124.4699881,263.6256427,ON,"8.54118622672213, 13.3152809623022",92580,21.33768306
VjamRugCrs8356684,CarRent,14/07/2023 21:22:01,124.4699881,263.6197156,ON,"8.54118248589399, 13.3152547747883",92580,10.48534963
VjamRugCrs8356684,CarRent,14/07/2023 21:22:13,124.4699881,263.616803,ON,"8.54117978632713, 13.3152374435265",92580,6.952569852
RzIEMxvoHd6229617,CarRent,14/07/2023 21:22:25,124.4699881,263.6148717,ON,"8.5411753602902, 13.3152098093632",92580,11.09325057
VjamRugCrs8356684,CarRent,14/07/2023 21:22:39,124.4699881,263.6103996,ON,"8.54116857893787, 13.3151598654093",92580,14.97193615
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:22:55,124.4699881,263.6062407,ON,"8.54115578681419, 13.3151500514515",92580,6.408615005
VjamRugCrs8356684,CarRent,14/07/2023 21:23:11,124.4699881,263.6044605,ON,"8.54113604285513, 13.315152370051",92580,7.914695719
VjamRugCrs8356684,CarRent,14/07/2023 21:23:27,124.4699881,263.602262,ON,"8.54112846109234, 13.3151531768227",92580,3.035608447
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:23:34,124.4699881,263.6014188,ON,"8.5410944406732, 13.3151565019973",92580,13.60937949
VjamRugCrs8356684,CarRent,14/07/2023 21:23:53,124.4699881,263.5976384,ON,"8.54108250376472, 13.3151577201358",92580,4.777205071
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:24:03,124.4699881,263.5963114,ON,"8.54105028190871, 13.3151613973092",92580,12.91182528
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:24:11,124.4699881,263.5927248,ON,"8.54103917239909, 13.3151628479781",92580,4.460523327
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:24:31,124.4699881,263.5914857,ON,"8.54100313450088, 13.3151681071908",92580,14.49929915
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:24:36,124.4699881,263.5874582,ON,"8.54098334383979, 13.3151712151423",92580,7.975459701
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:24:50,124.4699881,263.5852428,ON,"8.54095070126533, 13.3151760750936",92580,13.1387799
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:25:10,124.4699881,263.5815931,ON,"8.54092680918152, 13.3151796037734",92580,9.615021461
VjamRugCrs8356684,CarRent,14/07/2023 21:25:26,124.4699881,263.5789223,ON,"8.54092440610893, 13.3151799448159",92580,0.9662971456
RzIEMxvoHd6229617,CarRent,14/07/2023 21:25:41,124.4699881,263.5786538,ON,"8.54090774600097, 13.3151821368724",92580,6.689967155
RzIEMxvoHd6229617,CarRent,14/07/2023 21:25:47,124.4699881,263.5767955,ON,"8.54087008439813, 13.3151873164011",92580,15.13504032
RzIEMxvoHd6229617,CarRent,14/07/2023 21:25:54,124.4699881,263.5725913,ON,"8.54086212182777, 13.3151884707631",92580,3.203183777
RzIEMxvoHd6229617,CarRent,14/07/2023 21:26:04,124.4699881,263.5717016,ON,"8.54084438974452, 13.3151913075559",92580,7.14909097
VjamRugCrs8356684,CarRent,14/07/2023 21:26:14,124.4699881,263.5697157,ON,"8.54082837353748, 13.3151940345447",92580,6.46788396
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:26:34,124.4699881,263.5679191,ON,"8.54080962169089, 13.3151971388734",92580,7.566848898
RzIEMxvoHd6229617,CarRent,14/07/2023 21:26:52,124.4699881,263.5658172,ON,"8.54080962169089, 13.3151971388734",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:26:58,124.4699881,263.5658172,ON,"8.54080962169089, 13.3151971388734",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 21:27:14,124.4699881,263.5658172,ON,"8.54080962169089, 13.3151971388734",92575,0
RzIEMxvoHd6229617,CarRent,14/07/2023 21:27:28,124.4699881,263.5658172,ON,"8.54080962169089, 13.3151971388734",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:27:37,124.4699881,263.5658172,ON,"8.54080962169089, 13.3151971388734",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 21:27:51,124.4699881,263.5658172,ON,"8.54080962169089, 13.3151971388734",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 21:28:04,124.4699881,263.5658172,ON,"8.54080962169089, 13.3151971388734",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:28:14,124.4699881,263.5658172,ON,"8.54080962169089, 13.3151971388734",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:28:29,124.4699881,263.5658172,ON,"8.54080962169089, 13.3151971388734",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 21:28:43,124.4699881,263.5658172,ON,"8.54080962169089, 13.3151971388734",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 21:28:59,124.4699881,263.5658172,ON,"8.54080962169089, 13.3151971388734",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 21:29:04,124.4699881,263.5658172,ON,"8.54080962169089, 13.3151971388734",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:29:24,124.4699881,263.5658172,ON,"8.54080962169089, 13.3151971388734",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 21:29:29,124.4699881,263.5658172,ON,"8.54080962169089, 13.3151971388734",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 21:29:46,124.4699881,263.5658172,ON,"8.54078808201503, 13.3152008884768",92580,8.703947642
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:29:51,124.4699881,263.5633994,ON,"8.54077334847187, 13.3152036079801",92580,5.96443857
VjamRugCrs8356684,CarRent,14/07/2023 21:29:58,124.4699881,263.5617426,ON,"8.54075546796769, 13.3152070641412",92580,7.249805197
VjamRugCrs8356684,CarRent,14/07/2023 21:30:14,124.4699881,263.5597288,ON,"8.54070915748337, 13.3152163243141",92580,18.80048913
RzIEMxvoHd6229617,CarRent,14/07/2023 21:30:22,124.4699881,263.5545064,ON,"8.54064977957688, 13.315228392162",92580,24.12060569
VjamRugCrs8356684,CarRent,14/07/2023 21:30:30,124.4699881,263.5478063,ON,"8.5406019331282, 13.3152383293455",92580,19.45318804
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:30:42,124.4699881,263.5424026,ON,"8.54056282054827, 13.3152462167096",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:30:51,124.4699881,263.5379905,ON,"8.54050817022604, 13.3152572939508",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 21:31:11,124.4699881,263.5318244,ON,"8.54048794939159, 13.3152615141755",92580,8.222948657
VjamRugCrs8356684,CarRent,14/07/2023 21:31:20,124.4699881,263.5295403,ON,"8.54043011517217, 13.3152733326161",92580,23.49859535
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:31:32,124.4699881,263.5230129,ON,"8.54038125551765, 13.3152833250725",92580,19.85277401
VjamRugCrs8356684,CarRent,14/07/2023 21:31:49,124.4699881,263.5174982,ON,"8.54031898166654, 13.315296139706",92580,50.61902274
VjamRugCrs8356684,CarRent,14/07/2023 21:31:56,124.4699881,263.5104678,ON,"8.54029727352882, 13.3153007501175",92580,8.834257094
RzIEMxvoHd6229617,CarRent,14/07/2023 21:32:02,124.4699881,263.5080139,ON,"8.5402655699148, 13.3153077258828",92580,12.92219779
RzIEMxvoHd6229617,CarRent,14/07/2023 21:32:14,124.4699881,263.5044244,ON,"8.54022652901055, 13.315316910969",92580,15.96493885
RzIEMxvoHd6229617,CarRent,14/07/2023 21:32:22,124.4699881,263.4999897,ON,"8.54020927764714, 13.315321260398",92580,7.081737548
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:32:34,124.4699881,263.4980225,ON,"8.54017568224638, 13.3153296602709",92580,13.784266
RzIEMxvoHd6229617,CarRent,14/07/2023 21:32:50,124.4699881,263.4941935,ON,"8.54015099823241, 13.3153359705674",92580,10.14130623
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:33:02,124.4699881,263.4913765,ON,"8.54012650829402, 13.3153421134474",92580,10.05015882
RzIEMxvoHd6229617,CarRent,14/07/2023 21:33:21,124.4699881,263.4885848,ON,"8.5400993194152, 13.3153489709663",92580,11.16137243
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:33:38,124.4699881,263.4854844,ON,"8.54009783236229, 13.3153493428016",92580,0.61014361
RzIEMxvoHd6229617,CarRent,14/07/2023 21:33:56,124.4699881,263.4853149,ON,"8.54007657760685, 13.3153550469873",92580,8.759473395
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:34:08,124.4699881,263.4828817,ON,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 21:34:17,124.4699881,263.4828817,ON,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 21:34:31,124.4699881,263.4828817,ON,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 21:34:37,124.4699881,263.4828817,ON,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 21:34:42,124.4699881,263.4828817,ON,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:34:51,124.4699881,263.4828817,ON,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:35:05,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 21:35:20,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 21:35:37,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:35:56,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 21:36:03,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:36:17,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 21:36:31,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:36:41,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 21:36:54,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:37:06,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 21:37:22,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92577,0
RzIEMxvoHd6229617,CarRent,14/07/2023 21:37:28,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:37:48,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 21:37:57,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 21:38:13,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 21:38:24,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:38:37,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:38:52,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 21:38:59,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 21:39:10,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 21:39:20,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 21:39:34,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 21:39:41,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 21:39:53,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 21:40:02,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 21:40:21,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 21:40:41,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:40:47,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 21:40:53,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 21:41:01,124.4699881,263.4828817,off,"8.54007657760685, 13.3153550469873",92580,0
,#N/A,14/07/2023 21:41:20,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:41:37,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 21:41:48,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92577,0
VjamRugCrs8356684,CarRent,14/07/2023 21:41:59,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 21:42:18,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 21:42:37,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 21:42:45,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 21:43:01,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 21:43:10,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:43:23,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 21:43:39,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 21:43:47,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:44:04,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 21:44:09,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92576,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:44:28,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 21:44:48,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:45:01,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:45:19,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 21:45:24,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:45:34,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 21:45:40,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:45:47,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:45:54,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 21:46:12,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 21:46:18,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:46:33,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:46:48,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:46:56,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:47:04,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:47:10,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:47:29,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 21:47:42,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 21:48:02,124.4699881,263.4828817,OFF,"8.54007657760685, 13.3153550469873",92580,0
